Latitude,Longitude
-37.81349283433532,144.952370512958
-37.814480763412064,144.95258050376572
-37.813404042937854,144.95369548045625
-37.81473393973997,144.9551216201744
-37.81628372605581,144.95439894294682
-37.81745352590515,144.95338205145188
-37.818656215680846,144.95439122799908
-37.81994185622892,144.95554882394808
-37.81978385741923,144.95654638917208
-37.81978385741923,144.95654638917208
-37.81978385741923,144.95654638917208
-37.81978385741923,144.95654638917208
-37.81978385741923,144.95654638917208
-37.81978385741923,144.95654638917208
-37.81978385741923,144.95654638917208
-37.81978385741923,144.95654638917208
-37.81978385741923,144.95654638917208
-37.81978385741923,144.95654638917208
-37.818538614046616,144.9566553338505
-37.817421165934,144.95789638570906
-37.817421165934,144.95789638570906
-37.817421165934,144.95789638570906
-37.816294310556344,144.95877678161878
-37.816294310556344,144.95877678161878
-37.81554373428261,144.9594526035312
-37.814625747354604,144.9599826035312
-37.814625747354604,144.9599826035312
-37.8147902709682,144.9613225408359
-37.8147902709682,144.9613225408359
-37.8147902709682,144.9613225408359
-37.8147902709682,144.9613225408359
-37.81575339216828,144.9597196379836
-37.817244863271505,144.95882347173324
-37.8153051587429,144.95885732940172
-37.81616362795096,144.95748349148596
-37.816042374933566,144.9586371368846
-37.81655183990061,144.95737616684238
-37.81730023532387,144.95569524320032
-37.81643756505082,144.95655791347338
-37.8176290275988,144.9572738163975
-37.81681200609811,144.95839835001968
-37.81681200609811,144.95839835001968
-37.81681200609811,144.95839835001968
-37.81623503369934,144.95990141450633
-37.81623503369934,144.95990141450633
-37.81623503369934,144.95990141450633
-37.81724571066199,144.9589913968817
-37.81724571066199,144.9589913968817
-37.81724571066199,144.9589913968817
-37.81724571066199,144.9589913968817
-37.81724571066199,144.9589913968817
-37.81724571066199,144.9589913968817
-37.816221085449214,144.959491139989
-37.816221085449214,144.959491139989
-37.81502049742616,144.96087225852082
-37.81433601464253,144.96265539713542
-37.814790827806256,144.96083124117
-37.814790827806256,144.96083124117
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81523796637598,144.96174801109723
-37.81549365042979,144.96043263067142
-37.81395249575177,144.96073220079415
-37.81395249575177,144.96073220079415
-37.814560240680166,144.95972074337934
-37.816212678035065,144.96035505465002
-37.81679411227872,144.9587575771947
-37.81679411227872,144.9587575771947
-37.817627855498564,144.95798009906423
-37.817627855498564,144.95798009906423
-37.81816140692215,144.95651417857582
-37.817298445798116,144.95807100165453
-37.817298445798116,144.95807100165453
